sno,hid,hname,state,city,address,zipcode,statecode
0964,HOD0964,Cuttack Nursing Home,Orissa,Cuttack,"Markamal Patna,Mangalabag,",753001,OD
0965,HOD0965,Deepak Nursing Home,Orissa,Bhubaneswar,"Plot No 84, (Dc)Saheed Nagar,",751007,OD
0966,HOD0966,Dr. Agarwal'S Eye Hospital (Rep. By Dr. Agarwal'S Health Care Ltd.),Orissa,Cuttack,"Bbc Tower, Link Road Square, Madhupatna, Cuttack-753010",753010,OD
0967,HPB0967,A.P.Hospital,Punjab,Amritsar,"Ajitnagar Chowk,Near Sultan Wind Water Tank",143001,PB
0968,HPB0968,Abhilasha Hospital,Punjab,Chandigarh,House No 201 Sector 35 A,160022,PB
0969,HPB0969,Ace Heart & Vascular Institute. (A Unit Of Prime Cardiac Care Pvt. Ltd.),Punjab,Mohali,"Sector-69,Shivalik Hospital",160055,PB
0970,HPB0970,Adesh Hospital & Research Centre,Punjab,Muktsar,Kotkapura Road Sri Muktsar Sahibmuktsar,152026,PB
0971,HPB0971,Adityaj Hospital,Punjab,Mohali,"S.C.O.18,(F.F),Phase-1,S.A.S,Nagar",160055,PB
0972,HPB0972,Advance Mother And Child Care Center,Punjab,Mohali,"#67, Kalgidhar Enclave, Near Shiv Mandir, Hdfc Bank, Baltana, Zirakpur, Mohali, Punjab",140604,PB
0973,HPB0973,Altec Laser & Superspeciality Hospital,Punjab,Amritsar,B-2 Ranjit Avenue Amritsar,143001,PB
0974,HPB0974,Amritsar Hospital,Punjab,Amritsar,100 Ft Road East Mohan Nagar,143001,PB
0975,HPB0975,Anil Baghi Hospital,Punjab,Ferozepur,"Anil Baghi Road,Ferozepur City",152002,PB
0976,HPB0976,Apex Hospital,Punjab,Mohali,"Scf-43,44,Ph 3B-2",160060,PB
0977,HPB0977,Apolo Hospital,Punjab,Amritsar,"#2509/3,Bhushanpura,Inside Suctan Wind Gate",143001,PB
0978,HPB0978,Arora Hospital,Punjab,Amritsar,G T Roa Chheharta Amritsar-143005,143005,PB
0979,HPB0979,Arthroscopy & Spinal Endoscopy Centre,Punjab,Chandigarh,"Sco66, Sector 20C, Chandigarh-160020",160020,PB
0980,HPB0980,Arya Hospital Pvt Ltd,Punjab,Chandigarh,"Sco-801, Manimajra",160101,PB
0981,HPB0981,B.J.S.Bal Memorial Hospital,Punjab,Gurdaspur,"#11/4,Dharampur Colony,Batala,Gurdaspur",143505,PB
0982,HPB0982,Bajwa Hospital,Punjab,Amritsar,"No.314-315,Akash Avenue,F.C.Road,",143001,PB
0983,HPB0983,Bakshi Hospital,Punjab,Bhatinda,"Str # 3, Bibiwala Road,Bathinda",151005,PB
0984,HPB0984,Bassi Nursing Home Pvt Ltd,Punjab,Ludhiana,"B-970,Nea Dhubighat,Rajpura Road",141001,PB
0985,HPB0985,Bawa Hospital Pvt Ltd,Punjab,Ludhiana,"Near Old Dandi Swami Mandir, Civil Lines",141001,PB
0986,HPB0986,Bbc Heart Care Pruthi Hospital,Punjab,Jallandhar,"301, Lajpat Nagar, Jalandhar.Punjab.",144001,PB
0987,HPB0987,Beams Hospitals Pvt Ltd-Amritsar,Punjab,Amritsar,"29-B, Race Course Road, Amritsar, Punjab-143001",143001,PB
0988,HPB0988,Beri Maternity Centre,Punjab,Amritsar,"G.T.Road Putlighar,Amritsarganga",143001,PB
0989,HPB0989,Bharat Surgical & Maternity Centre,Punjab,Barnala,"Handiaya Road, 5 No Street.",148101,PB
0990,HPB0990,Carewell Heart & Super Speciality Hospital,Punjab,Amritsar,"Model Town, G-T. Road,Near Raiway Station,Amritsar",143001,PB
0991,HPB0991,Centre For Sight (A Unit Of New Delhi Centrre For Sight Pvt Ltd),Punjab,Mohali,"#35,Phase-7,",160061,PB
0992,HPB0992,Centre For Sight (Ludhiana),Punjab,Ludhiana,"1St Floor, Sandhu Tower,Bxx-3369, Ferozpur Road,",141001,PB
0993,HPB0993,Centre For Sight-Chandigarh,Punjab,Chandigarh,"Sco 833-834, Sector -22-A Chandigarh, Punjab",160022,PB
0994,HPB0994,Centre For Sight-Patiala,Punjab,Patiala,"Dr. Saronwala Complex, Jagdish Ashram Road, Near Rajinder Hospital, Patiala, Punjab.",147001,PB
0995,HPB0995,Chahal Hospital,Punjab,Bhatinda,"Bibiwala Road,Bathinda",151001,PB
0996,HPB0996,Chaitanya Hospital,Punjab,Chandigarh,Site No. 1&2 Sector 44/C Chandigarh-160044Chandigarh,160044,PB
0997,HPB0997,Charak Clinics,Punjab,Mohali,"Scf-85,First Floor,Phase #7,",160062,PB
0998,HPB0998,Chawla Nursing Home & Hospital,Punjab,Mohali,"# 1&2, Phase 7, Mohali-160055.",160055,PB
0999,HPB0999,Cheema Medical Complex,Punjab,Mohali,"Phase-4,Near Telephone Exchange, Mohalinear Telephone Exchange",160059,PB
1000,HPB1000,Choudhary Ent Maternity & General Health Care Centre,Punjab,Amritsar,"Near State Bank Of India Katra-Khazana,",143001,PB
1001,HPB1001,Christian Medical College & Hospital,Punjab,Ludhiana,"Brown Road,",141008,PB
1002,HPB1002,Columbia Asia Hospital Pvt Ltd-Patiala,Punjab,Patiala,"#22, Bhupindra Road, Patiala-147001",147001,PB
1003,HPB1003,Cosmo Medicals Pvt Ltd,Punjab,Mohali,"#8,Phase Viii Sector-62,",160062,PB
1004,HPB1004,Dayanand Medical College Hospital,Punjab,Ludhiana,"Civil Lines, Tagore Nagar, Ludhiana-141001",141001,PB
1005,HPB1005,Deep Hospital,Punjab,Patiala,Opp Punjabi University,147002,PB
1006,HPB1006,Deep Nursing Home,Punjab,Barnala,College Road,148101,PB
1007,HPB1007,Deep Nursing Home,Punjab,Barnala,Collage Road Barnala-148101,,PB
1008,HPB1008,Deep Nursing Home & Children Hospital,Punjab,Ludhiana,"481-R,Model Town",141002,PB
1009,HPB1009,Delhi Nursing Home,Punjab,Bhatinda,Bibiwala Road,151001,PB
1010,HPB1010,Dhami Eye Care Hospital,Punjab,Ludhiana,# 82-B Kitchlu Nagar Ludhiana - 141001,141001,PB
1011,HPB1011,Dharam Hospital,Punjab,Chandigarh,"#2040, Sector-15C, Near Traffic Lights",160015,PB
1012,HPB1012,Dogra Nursing Home & Endoscopy Centre,Punjab,Chandigarh,House No -8 Sector-19 A,160019,PB
1013,HPB1013,Dr Kundan Lal Hospital,Punjab,Sangrur,"Ahmedgarh,",148021,PB
1014,HPB1014,Dr Rama Sofat Hospital,Punjab,Ludhiana,"No.435,College Road,Adjacent Malwa Girls Khalsa School,",141001,PB
1015,HRJ1015,Aastha Kidney & Multispecialty Hospital,Rajasthan,Sriganganagar,"2-D-1, Sukhadia Nagar, Sri Ganganagar, Rajasthan",335001,RJ
1016,HRJ1016,"Advanced Neurology & Superspeciality Hospital, Jaipur",Rajasthan,Jaipur,"D-358, Brain Tower, Malviyanagar, Jaipur-302017",302017,RJ
1017,HRJ1017,Ajmer Hospital,Rajasthan,Ajmer,"# 158/X,Civil Lanes, Ajmer-305006.",305006,RJ
1018,HRJ1018,Akansha Orthopedic Centre,Rajasthan,Kota,"5-A-2, Vigyan Nagar.",324005,RJ
1019,HRJ1019,Alok Hospital,Rajasthan,Kota,"1-A-5, Sheela Choudhary Road",324005,RJ
1020,HRJ1020,Amar Medical & Research Centre,Rajasthan,Jaipur,"Kiran Path,Mansarover",302020,RJ
1021,HRJ1021,Anand Hospital & Eye Centre,Rajasthan,Jaipur,"21, Bharat Mata Lane, Jamna Lal Bajaj Marg, C-Scheme, Jaipur-302001",302001,RJ
1022,HRJ1022,Anurag Nursing Home,Rajasthan,Jaipur,"60/181,Heerapath,Mansarower",302020,RJ
1023,HRJ1023,Apex Hospital (P) Ltd,Rajasthan,Jaipur,"Sp 4 & 6 , Mia, Malviya Nagar ,Industrial Area, Jaipur",302017,RJ
1024,HRJ1024,Aravali Hospital,Rajasthan,Udaipur,"# 332, Ambamata Schemeudaipur, Rajasthan",313004,RJ
1025,HRJ1025,Archana Hospital,Rajasthan,Jaipur,"Airport Circlr, Sanganer",302011,RJ
1026,HRJ1026,Arora Hospital(P) Ltd,Rajasthan,Bharatpur,"# 42, Krishnanagar,Bharatpur,",321001,RJ
1027,HRJ1027,Aruna Aspatal,Rajasthan,Chittorgarh,"#16, Rajeev Coloni, Meera Market, Chittorgarh, Rajasthan",312001,RJ
1028,HRJ1028,Asg Eye Hospital Ltd-Jaipur,Rajasthan,Jaipur,"D-247, Bihari Marg, Bani Park, Opp. K.P. Auto, Jaipur, Rajasthan",302005,RJ
1029,HRJ1029,Asg Eye Hospital Ltd-Jodhpur,Rajasthan,Jodhpur,"A-322, Shastri Nagar, Jodhpur, Rajasthan",342003,RJ
1030,HRJ1030,Asopa Hospital,Rajasthan,Jaipur,"93-B Tagore Nagar, Jaipur, Rajasthan-302024, Near D.C.M.",302024,RJ
1031,HRJ1031,Bahl Hospital & Medical Research Centre,Rajasthan,Jaipur,"Hanumangarh Road, Chahal Chowk,Sri Ganga Nagar, Rajasthan.",335001,RJ
1032,HRJ1032,Bani Park Hospital( Heart. Eecp & Multispecialty),Rajasthan,Jaipur,"D-9, Kabir Marg, Bani Park, Jaipur",302016,RJ
1033,HRJ1033,Bansal Hospital And Research Centre,Rajasthan,Jaipur,"#4, Janakpuri-1St, Imli Phatak.",302005,RJ
1034,HRJ1034,Bhagwan Mahaveer Cancer Hospital And Research Centre,Rajasthan,Jaipur,"Jawaharlal Nehru Marg, Near Saras Dairy.",302017,RJ
1035,HRJ1035,Bhandari Hospital,Rajasthan,Jodhpur,"204, Ligh,",342008,RJ
1036,HRJ1036,Bhandari Hospital & Research Centre(A Unit Of Bhandari Health Care Pvt .Ltd),Rajasthan,Jaipur,"138-A, Vasundhara Colony,Gopalpura By-Pass,Tonk Road,Gopalpura By-Pass, Tonk Road,",302018,RJ
1037,HRJ1037,Bharat Vikas Parishad Hospital Research Centre,Rajasthan,Kota,"Pratapnagar, Dada Bari.",327008,RJ
1038,HRJ1038,Bhargava Hospital & Research Centre,Rajasthan,Jhalawar,"Kohli Mohalla Jhalrapatan,Jhalawar",326023,RJ
1039,HRJ1039,Bikaner Nursing Home,Rajasthan,Bikaner,Pawan Puri,334003,RJ
1040,HRJ1040,Bone And Joint Hospital & Research Centre Pvt Ltd,Rajasthan,Jodhpur,"3, Shyam Nagar, Near Radha Krishna Mandir, Pal Link Road Jodhapur (Rajasthan) India-342003",342003,RJ
1041,HRJ1041,Carewell Hospital,Rajasthan,Jaipur,"#471, Adarsh Nagar.",302004,RJ
1042,HRJ1042,Centre For Sight (Jodhpur),Rajasthan,Jodhpur,"At Ram Rishi Laser Centre, 562, 7Thc Road, Sardarpura, Near Satsang Bhawan.",342001,RJ
1043,HRJ1043,Chandni Hospital,Rajasthan,Kota,"Kshitij Map 23, Mahavir Nagar.",324005,RJ
1044,HRJ1044,Chandra Bhushan Hosptial,Rajasthan,Jodhpur,"Opposite Mahamandir Railway Station, Mandore Road",342006,RJ
1045,HRJ1045,City Hospital,Rajasthan,Sriganganagar,"#45,Model Colony,Sri Ganganagar",335001,RJ
1046,HRJ1046,Cure Well Hospital,Rajasthan,Jaipur,"1/53-Sfs,Mansarower",302020,RJ
1047,HRJ1047,D D Eye Institute,Rajasthan,Kota,#631 Dadabari Main Road Near Cad Circle,324009,RJ
1048,HRJ1048,Daksh Hospital,Rajasthan,Alwar,"#397,Gandhi Nagar,Sch,No 8,Alwar(Rajashtan-301001)",301001,RJ
1049,HRJ1049,Dawar Eye Hospital,Rajasthan,Sriganganagar,"Meera Chowk,Jawahar Nagar,Sri Gnga Nagar",335001,RJ
1050,HRJ1050,Deep Hospital & Research Centre,Rajasthan,Jaipur,"Khatipura Road,Satya Nagar Mode Jhotwara,",302012,RJ
1051,HRJ1051,Deepshikha Orthopaedic Hospital,Rajasthan,Kota,"P-Square, 1-C-19 (Sfs) Talwandi",324005,RJ
1052,HRJ1052,Devyane Hospital,Rajasthan,Alwar,"Kalakuan, Manumarg, Infront Of Bsnl Colony.",301001,RJ
1053,HRJ1053,Dhanvantri Hospital & Research Centre,Rajasthan,Jaipur,"67/56-Manasarower,Heerapath",302020,RJ
1054,HRJ1054,Dhanwantri Hospital & Research Centre,Rajasthan,Jaipur,"New Sagar Road, Mansarovar Jaipur ,",302020,RJ
1055,HRJ1055,Dr. Ashok Mittal Hospital,Rajasthan,Ajmer,"# 249-A,Main Road, Vaishali Nagar.",305006,RJ
1056,HRJ1056,Dr. Atray Eye Hospital,Rajasthan,Udaipur,"19-20, Townhall Link Road, Udaipur, Near Corporation Bank, Rajasthan, Udaipur",313001,RJ
1057,HRJ1057,Dr. Govind Gupta Hospital,Rajasthan,Bharatpur,"#135, Krishna Nagar",321001,RJ
1058,HRJ1058,Dr. Khunger Eye Care & Research Center Pvt. Ltd.,Rajasthan,Ajmer,"#1109, Near Post Office Opp To Pnb Ramganj, Belwar Road, Ajmer ,Rajasthan",305001,RJ
1059,HRJ1059,Dr. Khunger'S Eye Care Centre,Rajasthan,Ajmer,"Beawar Road, Near Post Office, Ramganj",305001,RJ
1060,HRJ1060,Dr. Kothari Eye Hospital,Rajasthan,Ajmer,"G-31, Makarwali Road, Ajmer",305006,RJ
1061,HTN1061,A A Hospital,Tamilnadu,Hosur,Denkani Kottai Road Mathigiri,635110,TN
1062,HTN1062,A C Hospital,Tamilnadu,Chennai,"No-8, 3Rd Main Road, United India Nagar, Ayanavaram, Chennai-600023",600023,TN
1063,HTN1063,A.C. Hospital,Tamilnadu,Salem,"201,2Nd Agraharam",636001,TN
1064,HTN1064,A.G. Eye Care Hospitals (U Nit Of Dr. A.G. Eye Hospitals Private Limited,Tamilnadu,Chennai,"No. 106, R.K. Mutt Road. Mylapore, Chennai, Tamilnadu",600004,TN
1065,HTN1065,A.G. Hospital,Tamilnadu,Coimbatore,"34, Kpn Colony 3Rd Street, Tirupur",641601,TN
1066,HTN1066,A.G. Padmavati'S Hospital Ltd.,Tamilnadu,Pondicherry,"R.S. No.127/A, Villianur Main Road, Arumparthapuram, Puducherry",605110,TN
1067,HTN1067,A.N.N Hospital,Tamilnadu,Chennai,"81-85,Annai Therasa Street,Valasaravakkam",600087,TN
1068,HTN1068,A.R.Hospital Pvt Ltd,Tamilnadu,Madurai,"609, K.K.Nagar, Madurai-625020",625020,TN
1069,HTN1069,A.V. Hospitals,Tamilnadu,Chennai,"# 172, Solaiappan Street, Tondirepet (North Chennai) Near Maharani Theatre",600021,TN
1070,HTN1070,A.V.M. Hospital A.V.M.M. Associates (P) Ltd,Tamilnadu,Tuticorin,"# 135, Palayamkottai Roadtuticorin",628003,TN
1071,HTN1071,Aakash Hospital,Tamilnadu,Chennai,"# 393/1, T.H. Road, (Annexe) 393/1, Tiruvottiyur.Tiruvallur",600019,TN
1072,HTN1072,Aarthi Hospital,Tamilnadu,Tirunelveli,"60,Santhaipettai Street",628502,TN
1073,HTN1073,Aarthy Eye Hospital,Tamilnadu,Karur,"#16, Sengunthapuram Main Road, Karur.",639002,TN
1074,HTN1074,Abdul Khadir Hospital,Tamilnadu,Nagercoil,"Parakkai Road,Elankadai,Kottar",629002,TN
1075,HTN1075,Abhijay Hospital (P) Ltd.,Tamilnadu,Chennai,"No.22/2, E.S.I Hospital Road,Peravallur,",600011,TN
1076,HTN1076,Abinand Hospital,Tamilnadu,Coimbatore,"237-F/7, Pollachi Main Road,Sundarapuram, Coimbatore",641024,TN
1077,HTN1077,Abiraami Hospital,Tamilnadu,Cuddalore,"24-Alc,Campus,Manjakuppam",607001,TN
1078,HTN1078,Acchutha Eye Care,Tamilnadu,Erode,"#H-3, Evn Road, Permar Nagar, Near Surampatti Nall Road, Erode-638009",638009,TN
1079,HTN1079,Adithya Speciality Hospital,Tamilnadu,Madurai,"277, G.S.T Main Road, Near Harveypatty Bus Stop, Thirunagar, Madurai - 625006",625006,TN
1080,HTN1080,Aditya Hospital,Tamilnadu,Chennai,"No.7, Barnbay Road, Kilpauk, Chennai-600010",600010,TN
1081,HTN1081,Adyar P.M. Hospital,Tamilnadu,Chennai,"# 58, L.B. Road, Adyar, Chennai-600020Chennai",600020,TN
1082,HTN1082,Agash Nursing Home,Tamilnadu,Chennai,"#234, G.S.T. Road, Chromepet",600044,TN
1083,HTN1083,Ak Hospital,Tamilnadu,Chennai,"360 Poonamallee High Road,Junction Of Ph Rd &",600029,TN
1084,HTN1084,Akilesh Orthopaedics Hospitals,Tamilnadu,Coimbatore,"95-97, Sasthiri Road, Rammagar.",641009,TN
1085,HTN1085,Alva Hospital Pvt Ltd,Tamilnadu,Pollachi,"74/A2, Meenkarai Road,Pollachi Coimbatore",642013,TN
1086,HTN1086,Amaravathi Hospital,Tamilnadu,Karur,"#74, Ramanujam Nagar, Kovai Road, Karur, Tamilnadu.",639002,TN
1087,HTN1087,Amma Hospital,Tamilnadu,Chennai,"# 1, Sowrastra Nagar7Th Street, Chennai",600094,TN
1088,HTN1088,Amma Hospital,Tamilnadu,Krishnagiri,"Bangalore Road, Hosur Town",635109,TN
1089,HTN1089,Ammayi Eye Hospital,Tamilnadu,Chennai,"New # 80, 7Th Avenue, Ashoknagar, Chennai-600083",600083,TN
1090,HTN1090,Amrit Medicare Pvt Ltd,Tamilnadu,Chennai,"No.310,Mint Street,Near Sowcarpet, Chennai-600079",600079,TN
1091,HTN1091,Amudha Poly Clinic And Hospital,Tamilnadu,Erode,"101,Athani Road,Sathyamangalam,Erode",638401,TN
1092,HTN1092,Anand Hospital,Tamilnadu,Chennai,"201, Kamaraj Salai,Manali,Chennaimanali",600068,TN
1093,HTN1093,Anand Hospitals,Tamilnadu,Tiruppur,"#97/54,Jg Nagar,2Nd Street,60 Feet Road,",641602,TN
1094,HTN1094,Anbu Hospital,Tamilnadu,Madurai,"No.150/1,Kamarajar Salai,",625009,TN
1095,HTN1095,Anbu Hospital,Tamilnadu,Tanjore,"# 4,5, Lakshmivilas Street, Kumbakonam",612001,TN
1096,HTN1096,Andhra Mahila Sabha,Tamilnadu,Chennai,"No.11 & 12, Dr.Durgabaideshmukh Road, R.A.Puram,",600028,TN
1097,HTN1097,Anjakha Hospital,Tamilnadu,Kanchipuram,"#23,Medavakkam Main Road,Madipakkam",600091,TN
1098,HTN1098,Annai Ent And Head & Neck Care Centre,Tamilnadu,Erode,"#12D,Palaniappa Street,Perundurai Road",638009,TN
1099,HTN1099,Annai Hospital,Tamilnadu,Kanyakumari,"5-82/1, Kurumbanai Road, Karungal, Kanyakumari, Tamilnadu",629157,TN
1100,HTN1100,Annai Velankanni Nursing Home,Tamilnadu,Tirunelveli,"Post Box No.107, Murugan Kurichi, Palayamkottai.",627002,TN
1101,HTN1101,Annamalai Hospital,Tamilnadu,Chennai,"# 27, Govindan Raod, West Mambalam, Near Srinivasa Theatre",600033,TN
1102,HTN1102,Annammal Hospital,Tamilnadu,Kuzhithurai,Kuzhithurai,629163,TN
1103,HTN1103,Anu Hospital,Tamilnadu,Tanjore,"#69,Trichy Road,Very Near To Railway Station",613007,TN
1104,HTN1104,Aparna Hospital,Tamilnadu,Coimbatore,"450-D,Palaghat Main Road,Kuniamuthu",641008,TN
1105,HTN1105,Apollo First Med Hospitals,Tamilnadu,Chennai,"No 154, Poonamallee High Road, Near Neyveli House, Kilpauk, Chennai - 6000No 154, Poonamallee High Road, Near Neyveli House, Kilpauk, Chennai - 6000",600010,TN
1106,HTN1106,Apollo Hospital ( T.H.Road-Chennai),Tamilnadu,Chennai,"#645, T.H.Road, Tondiarpet",600081,TN
1107,HTN1107,Apollo Hospitals (Greams Road-Chennai),Tamilnadu,Chennai,"#21, Greams Lane,Greams Road, Chennai-600006",600006,TN
1108,HTN1108,Apollo Hospitals Karaikudi,Tamilnadu,Karaikudi,"Madurai Main Road, Managiri Village Karaikodi, Tamilnadu-630307, Near, Chettinad Public School",630307,TN
1109,HTN1109,Apollo Speciality Hospital (Chennai),Tamilnadu,Chennai,"No 320 5Th Floor, Padma Complex, Anna Salai, Near Lr Swami Building, Nandanam, Chennai, Tamil Nadu",600035,TN
1110,HTN1110,Apollo Speciality Hospital (Madurai),Tamilnadu,Madurai,"20,Lake View, Kk Nagar,",625020,TN
1111,HTN1111,Appasamy Medicare Centre Pvt Ltd,Tamilnadu,Chennai,"23-25, Friends Avenue, Arumbakkam, Chennaiarumbakkam",600106,TN
1112,HTN1112,Appusami Hospital,Tamilnadu,Salem,"# 8Z/A, Gandhi Road,Salem-636007.",636007,TN
1113,HTN1113,Arasan Eye Hospital,Tamilnadu,Erode,"#26, Annamalai Layout,Opp To Road Theatre",638011,TN
1114,HTN1114,Aravind Eye Hospital (Salem),Tamilnadu,Salem,"64, Sankagiri Main Road, Nethimedu, Salem, Tamilnadu-636002, Opposite To Kaliamman Temple",636002,TN
1115,HTN1115,Aravind Eye Hospital - Coimbatore,Tamilnadu,Coimbatore,"Avanashi Road, Coimbatore-641014Teelametu",641014,TN
1116,HTN1116,Aravind Eye Hospital - Pondicherry,Tamilnadu,Pondicherry,"Cuddalore Main Road,Abishekapakkam Post,Thavalakuppam, Pondicherry-605007Thavalakuppam",605007,TN
1117,HTN1117,Aravind Eye Hospital - Theni,Tamilnadu,Theni,"371,Periakulam Road,Allinagaram",625531,TN
1118,HTN1118,Aravind Eye Hospital - Tirunelveli,Tamilnadu,Tirunelveli,# 1. S.N. High Road,627001,TN
1119,HTN1119,Aravind Eye Hospital- Madhurai,Tamilnadu,Madurai,"1- Anna Nagar, Madurai-625020Madhurai",625020,TN
1120,HTN1120,Aravind Eye Hospital-Tirupur,Tamilnadu,Tirupur,"Dharapuram Main Road, K. Chettipalayam, Tirupur, Tamilnadu",641608,TN
1121,HTN1121,Aravind Sai Eye Hospital,Tamilnadu,Chennai,"# 1, Ganesan Street,Pammal Main Road Krishna Nagar",600075,TN
1122,HTN1122,Ark Nursing Home,Tamilnadu,Krishnagiri,"29-A, 4Th Cross,Co Operative Colony Near Employment Officeco-Ops Colony",635001,TN
1123,HTN1123,Arokya Hospital,Tamilnadu,Chennai,"#32, Pillayar Koil Street",600078,TN
1124,HTN1124,Arthur Astrvatham Hospital,Tamilnadu,Madurai,"No.42-A,Kuruvikaran Salai,",625020,TN
1125,HTN1125,Arul Hospital,Tamilnadu,Trichy,"#6A,T.V.K.Nagar,Puthur",620017,TN
1126,HTN1126,Arul Mission Hospital,Tamilnadu,Tirunelveli,"7A1 & 2,North Main Road,Vallioor",627117,TN
1127,HTN1127,Arun Hospital,Tamilnadu,Madurai,"#186,Munichalai Road,",625009,TN
1128,HTN1128,Arun Hospital (Pollachi),Tamilnadu,Pollachi,"49/84, New Scheme Roadpollachi Coimbatore",642002,TN
1129,HTN1129,Arun Hospital (Theni),Tamilnadu,Theni,"51, Uthamapalayam Road,Bus Stand Bodinayakanur",625513,TN
1130,HTN1130,Arunn Surgery,Tamilnadu,Coimbatore,"Dr.Nanjappa Road,",641018,TN
1131,HTN1131,Arunpriya Nursing Home,Tamilnadu,Nagapattanam,"3&4, Pattamangalam Street,Nagapattinam",609001,TN
1132,HTN1132,Arvinth Hospital,Tamilnadu,Namakkal,"# 17, Rangar Sannathi Street,Namakkal- 637001",637001,TN
1133,HTN1133,Ashok Hosptial,Tamilnadu,Hosur,"#10-A, 1St Cross, Old Banfalore Road, Hosur,",635109,TN
1134,HTN1134,Ashveny Clinic,Tamilnadu,Sivakasi,"1/6, Periyakaruppan Road,Sivakasi-626189",626189,TN
1135,HTN1135,Ashwin Hospital,Tamilnadu,Erode,"#212/545,Skc Road,Surampatti Nall Road,",638001,TN
1136,HTN1136,Ashwin Hospitals,Tamilnadu,Coimbatore,"#1, Alamu Nagar Road,Coimbatore-641012.",641012,TN
1137,HTN1137,Assured Best Care Hospital,Tamilnadu,Trichy,"#1, Annamalai Nagar Main Road Thillai Nagarannamalai Nagar",620018,TN
1138,HTN1138,Aswene Soundra Hospital & Research Centre,Tamilnadu,Chennai,"# 24,Kasturi Rangan Road,Teynampet",600018,TN
1139,HTN1139,Athipathi Hospital And Research Center,Tamilnadu,Chennai,"Plot No 1,100 Ft Rd,Tanni Nagar,Velachary",600042,TN
1140,HTN1140,Atlas Hospitals,Tamilnadu,Tiruchirapalli,"34/1-First Cross, V.N. Nagar, Near Chathiram Bus Stand, Tiruchirapalli-620002",620002,TN
1141,HTN1141,Avm Medical Ent Research Fundation,Tamilnadu,Chennai,"3, P.S.S. Road,Mylapore",600004,TN
1142,HTN1142,Avss Hospitals,Tamilnadu,Madurai,"# 32A, Kuruvikkaran Salai, Madurai-625009",625009,TN
1143,HTN1143,Aysha Hospital,Tamilnadu,Chennai,"91A Millers Road, Kilpauk",600010,TN
1144,HTN1144,B M Hospitals,Tamilnadu,Chennai,"36, 5Th Main Road,Thillai Ganga Nagarcheenai",600061,TN
1145,HTN1145,B.B Hospital,Tamilnadu,Chennai,"No.52,Dayalu Nagar,Kolathur,Near Villirakham Railway Station,",600099,TN
1146,HTN1146,B.G Hospital,Tamilnadu,Tiruchendur,"1/143-B,Tuticorin Road,Veerapandianpatnam, Tiruchendur",628216,TN
1147,HTN1147,B.M.Orthopaedic Hospital,Tamilnadu,Chennai,"No.3/157, Mth Road, Ambattur,Chennai - 53",600053,TN
1148,HTN1148,B.M.Silver Jubilee Multi Speciality Hospital,Tamilnadu,Kanchipuram,"41, Dharga Road, Pallavaram, Kancheepuram, Chennai-600043",600043,TN
1149,HTN1149,B.P.Jain Hospital,Tamilnadu,Kanchipuram,"Plot No.6,Gokulam Colony,Anna Salai,Pammal,Kanchipuram",600075,TN
1150,HTN1150,B.R. Hospital,Tamilnadu,Thiruvallur,"10&12, Alamaram Street, Tiruttani.",631209,TN
1151,HTN1151,B.S. Hospital,Tamilnadu,Chennai,"# 16, 3Rd Main Road,Chitlapakkam,",600064,TN
1152,HTN1152,B.S.S. Hospital,Tamilnadu,Chennai,"New No 200, Old # 179/1, R.K. Mutt Road, Mandaveli,",600028,TN
1153,HTN1153,Babus Maternity Hosptial,Tamilnadu,Chennai,"# 7, Doraisamy Reddy Street, Tabaram",600045,TN
1154,HTN1154,Bagdi Nursing Home,Tamilnadu,Chennai,"3Rd Floor, #10, Solaiappan Streett.Nagar",600017,TN
1155,HTN1155,Balagangadhara Varma Nursing Home & Research Center,Tamilnadu,Chennai,"No 17, First Main Road,Narayanapuram",601302,TN
1156,HTN1156,Balaji Hospital,Tamilnadu,Chengalpattu,"No.14,Varadanar Street,Vedachalanagar,Chengalpattuvedachala Nagar",603001,TN
1157,HTN1157,Balaji Surya Hospital,Tamilnadu,Erode,"#129,Pollachi Road,Dharapuram",638656,TN
1158,HTN1158,Balakrishna Eye Hospital & Eye Research Centre,Tamilnadu,Chennai,"11, Sastri First Cross Street, Chennai, Tamilnadu",600015,TN
1159,HTN1159,Bappu Clinic & Nursing Home,Tamilnadu,Chennai,"#46, Kalaingar Main Road,Srinivasa Nagar, Perungalatur,",600063,TN
1160,HTN1160,Be Well Hospitals Pvt Ltd,Tamilnadu,Pondicherry,"No. 15, Lawspet, Green Garden, Ecr, Pondicherry, Shenbaga Motors (Maruthi Show Room)",605008,TN
1161,HTN1161,Bejan Singh Eye Hospital Pvt Ltd,Tamilnadu,Kanyakumari,"No.2/1,313C,M.S.Road,Vettoornimadam,Nagercoil,",629003,TN
1162,HTN1162,Bethel Hospital (P) Ltd,Tamilnadu,Coimbatore,"# 223, Dr. Rajendra Prasad Road.",641012,TN
1163,HTN1163,Bgm Hospital,Tamilnadu,Madurai,"1/249,New Nathan Road,Iyyer Bungalow",625014,TN
1164,HTN1164,Bhagwan Mahaveer Eye Hospital,Tamilnadu,Chennai,"# 142, M.S. Koil Street, Royapuram.",600013,TN
1165,HTN1165,Bharani Paventhan Multi Speciality Hospital,Tamilnadu,Erode,"74, Sampath Nagar Erode Tamilnadu",638011,TN
